postal_code,locality,bfs_number,canton_code,address_share
9411,"Reute AR",3233,SG,2.47
9411,"Schachen b. Reute",3035,AR,100.00
9413,Oberegg,3032,AR,0.78
9413,Oberegg,3111,AI,99.22
9422,"Staad SG",3216,SG,1.49
9422,"Staad SG",3237,SG,98.51
9423,Altenrhein,3237,SG,100.00
9424,Rheineck,3235,SG,93.62
9424,Rheineck,3236,SG,6.38
9425,Thal,3038,AR,1.70
9425,Thal,3235,SG,0.32
9425,Thal,3237,SG,97.98
9426,Lutzenberg,3033,AR,99.03
9426,Lutzenberg,3235,SG,0.97
9427,Wolfhalden,3032,AR,0.51
9427,Wolfhalden,3033,AR,0.17
9427,Wolfhalden,3037,AR,0.25
9427,Wolfhalden,3038,AR,98.82
9427,Wolfhalden,3111,AI,0.25
9428,Walzenhausen,3037,AR,99.15
9428,Walzenhausen,3038,AR,0.29
9428,Walzenhausen,3111,AI,0.29
9428,Walzenhausen,3236,SG,0.29
9430,"St. Margrethen SG",3236,SG,100.00
9434,"Au SG",3231,SG,99.89
9434,"Au SG",3233,SG,0.11
9435,Heerbrugg,3231,SG,66.42
9435,Heerbrugg,3232,SG,20.15
9435,Heerbrugg,3233,SG,7.85
9435,Heerbrugg,3238,SG,5.59
9436,Balgach,3232,SG,95.58
9436,Balgach,3234,SG,2.16
9436,Balgach,3254,SG,2.26
9437,"Marbach SG",3035,AR,0.27
9437,"Marbach SG",3253,SG,99.38
9437,"Marbach SG",3255,SG,0.35
9442,Berneck,3111,AI,1.14
9442,Berneck,3233,SG,98.86
9442,Büriswilen,3111,AI,97.06
9442,Büriswilen,3233,SG,2.94
9443,Widnau,3234,SG,4.73
9443,Widnau,3238,SG,95.27
9444,Diepoldsau,3234,SG,100.00
9445,Rebstein,3232,SG,0.10
9445,Rebstein,3255,SG,99.90
9450,"Altstätten SG",3022,AR,0.24
9450,"Altstätten SG",3251,SG,99.76
9450,Lüchingen,3111,AI,6.78
9450,Lüchingen,3251,SG,93.22
9451,Kriessern,3254,SG,100.00
9452,Hinterforst,3251,SG,55.50
9452,Hinterforst,3252,SG,44.51
9453,Eichberg,3251,SG,1.87
9453,Eichberg,3252,SG,98.13
9462,Montlingen,3254,SG,100.00
9463,"Oberriet SG",3251,SG,4.52
9463,"Oberriet SG",3254,SG,95.18
9463,"Oberriet SG",3256,SG,0.30
9464,Lienz,3251,SG,99.74
9464,Lienz,3256,SG,0.27
9464,"Rüthi (Rheintal)",3251,SG,3.10
9464,"Rüthi (Rheintal)",3256,SG,96.90
9465,Salez,3274,SG,100.00
9466,Sennwald,3274,SG,100.00
9467,Frümsen,3112,AI,0.53
9467,Frümsen,3274,SG,99.47
9468,Sax,3274,SG,100.00
9469,"Haag (Rheintal)",3271,SG,4.01
9469,"Haag (Rheintal)",3273,SG,0.57
9469,"Haag (Rheintal)",3274,SG,95.42
9470,"Buchs SG",3271,SG,98.68
9470,"Buchs SG",3273,SG,0.07
9470,"Buchs SG",3275,SG,1.25
9470,Werdenberg,3273,SG,100.00
9472,Grabs,3273,SG,100.00
9472,Grabserberg,3273,SG,100.00
9473,Gams,3272,SG,99.66
9473,Gams,3274,SG,0.35
9475,Sevelen,3275,SG,100.00
9476,Fontnas,3276,SG,100.00
9476,Weite,3275,SG,0.13
9476,Weite,3276,SG,99.87
9477,Trübbach,3276,SG,100.00
9478,Azmoos,3276,SG,100.00
9479,Gretschins,3276,SG,100.00
9479,"Malans SG",3276,SG,100.00
9479,Oberschan,3276,SG,100.00
9485,Nendeln,7007,,99.05
9485,Nendeln,7009,,0.95
9486,Schaanwald,7008,,100.00
9487,Gamprin-Bendern,7001,,0.16
9487,Gamprin-Bendern,7007,,0.33
9487,Gamprin-Bendern,7009,,99.51
9488,Schellenberg,7011,,100.00
9490,Vaduz,7001,,100.00
9491,Ruggell,7010,,100.00
9492,Eschen,7007,,100.00
9493,"Mauren FL",7007,,0.45
9493,"Mauren FL",7008,,99.55
9494,Schaan,7001,,0.34
9494,Schaan,7005,,99.66
9495,Triesen,7002,,100.00
9496,Balzers,7003,,100.00
9497,Triesenberg,7001,,0.58
9497,Triesenberg,7004,,98.76
9497,Triesenberg,7005,,0.66
9498,Planken,7006,,100.00
9500,"Wil SG",3392,SG,0.87
9500,"Wil SG",3426,SG,0.13
9500,"Wil SG",3427,SG,98.93
9500,"Wil SG",4746,TG,0.07
9502,Braunau,4723,TG,100.00
9503,Lanterswil,4921,TG,100.00
9503,Stehrenberg,4921,TG,100.00
9504,Friltschen,4921,TG,100.00
9506,Lommis,4741,TG,100.00
9507,Stettfurt,4606,TG,100.00
9508,Weingarten-Kalthäusern,4741,TG,100.00
9512,Rossrüti,3427,SG,100.00
9514,Wuppenau,3427,SG,0.41
9514,Wuppenau,4791,TG,99.59
9515,Hosenruck,3426,SG,1.35
9515,Hosenruck,4791,TG,98.65
9517,Mettlen,4921,TG,100.00
9523,Züberwangen,3426,SG,100.00
9524,"Zuzwil SG",3423,SG,0.83
9524,"Zuzwil SG",3426,SG,97.94
9524,"Zuzwil SG",3427,SG,1.24
9525,Lenggenwil,3423,SG,100.00
9526,Zuckenriet,3423,SG,100.00
9527,Niederhelfenschwil,3423,SG,100.00
9532,"Rickenbach b. Wil",3392,SG,2.26
9532,"Rickenbach b. Wil",3405,SG,0.69
9532,"Rickenbach b. Wil",4751,TG,97.05
9533,Dietschwil,3392,SG,100.00
9533,"Kirchberg SG",3392,SG,100.00
9534,Gähwil,3392,SG,100.00
9535,"Wilen b. Wil",4751,TG,0.44
9535,"Wilen b. Wil",4786,TG,99.56
9536,"Schwarzenbach SG",3405,SG,98.05
9536,"Schwarzenbach SG",3408,SG,0.23
9536,"Schwarzenbach SG",3427,SG,1.03
9536,"Schwarzenbach SG",4751,TG,0.69
9542,"Münchwilen TG",4746,TG,100.00
9543,"St. Margarethen TG",3427,SG,3.26
9543,"St. Margarethen TG",4746,TG,96.74
9545,Wängi,4781,TG,100.00
9546,Tuttwil,4781,TG,100.00
9547,Wittenwil,4551,TG,100.00
9548,Matzingen,4566,TG,3.76
9548,Matzingen,4591,TG,95.56
9548,Matzingen,4606,TG,0.69
9552,Bronschhofen,3427,SG,100.00
9553,Bettwiesen,4716,TG,100.00
9554,Tägerschen,4776,TG,100.00
9555,Tobel,4711,TG,6.06
9555,Tobel,4776,TG,93.94
9556,Affeltrangen,4711,TG,100.00
9556,Zezikon,4711,TG,100.00
9562,"Buch b. Märwil",4711,TG,100.00
9562,Märwil,4711,TG,99.31
9562,Märwil,4921,TG,0.69
9565,Bussnang,4921,TG,100.00
9565,Oberbussnang,4921,TG,100.00
9565,Oppikon,4921,TG,100.00
9565,Rothenhausen,4921,TG,100.00
9565,Schmidshof,4921,TG,100.00
9573,Littenheid,4761,TG,100.00
9601,"Lütisburg Station",3392,SG,0.69
9601,"Lütisburg Station",3393,SG,39.68
9601,"Lütisburg Station",3394,SG,4.59
9601,"Lütisburg Station",3395,SG,55.05
9602,Bazenheid,3392,SG,98.83
9602,Bazenheid,3393,SG,1.17
9602,Müselbach,3392,SG,100.00
9604,Lütisburg,3393,SG,100.00
9604,Oberrindal,3393,SG,30.69
9604,Oberrindal,3405,SG,31.22
9604,Oberrindal,3407,SG,38.10
9604,Unterrindal,3393,SG,100.00
9606,Bütschwil,3395,SG,100.00
9607,Mosnang,3394,SG,100.00
9608,Ganterschwil,3393,SG,1.47
9608,Ganterschwil,3395,SG,98.53
9612,Dreien,3394,SG,100.00
9613,Mühlrüti,3392,SG,2.14
9613,Mühlrüti,3394,SG,97.86
9614,Libingen,3394,SG,88.57
9614,Libingen,3395,SG,11.43
9615,Dietfurt,3379,SG,2.24
9615,Dietfurt,3394,SG,5.29
9615,Dietfurt,3395,SG,92.48
9620,Lichtensteig,3374,SG,63.20
9620,Lichtensteig,3379,SG,31.86
9620,Lichtensteig,3395,SG,0.37
9620,Lichtensteig,3396,SG,4.57
9621,Oberhelfenschwil,3395,SG,0.69
9621,Oberhelfenschwil,3396,SG,99.31
9622,Krinau,3379,SG,100.00
9630,Wattwil,3379,SG,98.00
9630,Wattwil,3394,SG,0.14
9630,Wattwil,3396,SG,1.87
9631,Ulisbach,3379,SG,100.00
9633,"Bächli (Hemberg)",3396,SG,100.00
9633,Hemberg,3352,SG,2.08
9633,Hemberg,3360,SG,2.35
9633,Hemberg,3379,SG,4.15
9633,Hemberg,3396,SG,91.43
9642,Ebnat-Kappel,3352,SG,99.92
9642,Ebnat-Kappel,3379,SG,0.08
9643,Krummenau,3352,SG,2.04
9643,Krummenau,3360,SG,97.96
9650,Nesslau,3360,SG,100.00
9651,Ennetbühl,3360,SG,100.00
9652,"Neu St. Johann",3360,SG,100.00
9655,"Stein SG",3360,SG,100.00
9656,"Alt St. Johann",3359,SG,100.00
9657,Unterwasser,3359,SG,100.00
9658,Wildhaus,3272,SG,0.10
9658,Wildhaus,3273,SG,0.47
9658,Wildhaus,3359,SG,99.43
